IndivID,Name,Source,gwasID,Block,position_X,position_Y,edge,InitLeafLen,Bolting,Score
405,Seattle-0,CS6187,8245,3,1,9,1,21,0,0
406,HSm,CS76941,8236,3,2,2,0,27,0,2
407,Kin-0,CS22654,6926,3,2,4,0,17,1,1
408,Cvi-0,CS22614,6911,3,2,6,0,30,1,1
409,Mir-0,CS1379,8337,3,2,8,0,21,0,1
410,Liarum,CS77038,8241,3,2,10,1,20,0,0
411,Hov4-1,CS76936,8306,3,3,1,1,15,0,1
412,Ba5-1,CS76678,8259,3,3,3,0,17,0,0
413,Ost-0,CS1431,8351,3,3,5,0,36,0,1
414,Ct-1,CS22639,6910,3,3,7,0,37,1,2
415,Eden-1,CS22572,6009,3,3,9,0,36,0,1
416,Nok-3,CS22643,6945,3,4,2,0,40,0,0
417,En-1,CS76841,8290,3,4,4,0,28,1,1
418,Sq-1,CS22600,6966,3,4,6,0,42,1,1
419,Wa-1,CS22644,6978,3,4,8,0,22,1,0
420,Pna-17,CS22570,7523,3,4,10,1,25,0,0
421,PHW-34,CS6034,8244,3,5,1,1,21,0,1
422,Lip-0,CS1337,8325,3,5,3,0,34,1,1
423,Zdr-6,CS22589,6985,3,5,5,0,30,0,0
424,Kni-1,CS76970,6040,3,5,7,0,13,0,0
425,Lisse,CS6033,8430,3,5,9,0,35,0,1
426,Bil-5,CS22578,6900,3,6,2,0,16,0,1
427,In-0,CS1239,8311,3,6,4,0,32,1,1
428,Pu2-8,CS22449,6953,3,6,6,0,20,0,1
429,Zdr-1,CS22588,6984,3,6,8,0,22,1,1
430,Bu-0,CS1007,8271,3,6,10,1,20,0,1
431,Kz-1,CS22606,6930,3,7,1,1,20,1,3
432,Gu-0,CS22617,6922,3,7,3,0,35,1,1
433,Lillo-1,CS77039,8242,3,7,5,0,41,0,0
434,Can-0,CS1065,8274,3,7,7,0,31,0,0
435,Vastervik,CS78834,9058,3,7,9,0,22,0,1
436,Mz-0,CS22636,6940,3,8,2,0,29,1,0
437,Or-1,CS77150,6074,3,8,4,0,42,0,2
438,Lom1-1,CS77048,6042,3,8,6,0,35,1,1
439,Rubezhnoe-1,CS927,7323,3,8,8,0,35,1,1
440,H55,CS923,7461,3,8,10,1,41,0,1
441,Var2-1,CS22580,7516,3,9,1,1,28,0,0
442,Tu-0,CS1567,8395,3,9,3,0,30,1,1
443,Col(gl1-2),CS3126,2,3,9,5,0,35,0,0
444,Gr-1,CS1199,8300,3,9,7,0,30,1,0
445,Ler-1,CS22618,6932,3,9,9,0,24,1,0
446,Got-22,CS22609,6920,3,10,2,0,45,0,2
447,NC-6,CS77124,8246,3,10,4,0,40,0,0
448,Ei-2,CS22616,6915,3,10,6,0,34,0,0
449,Van-0,CS22627,6977,3,10,8,0,29,0,0
450,Cen-0,CS1067,8275,3,10,10,1,28,0,1
451,Eds-1,CS76834,6016,3,11,1,1,31,0,2
452,Lund,CS77060,8335,3,11,3,0,14,0,3
453,Sr:5,CS77268,8386,3,11,5,0,28,1,2
454,Oy-0,CS22658,6946,3,11,7,0,42,0,0
455,Ga-0,CS22634,6919,3,11,9,0,28,1,0
456,Ren-11,CS22611,6960,3,12,2,0,30,0,0
457,Pna-10,CS22571,7526,3,12,4,0,32,0,0
458,Rd-0,CS1483,8366,3,12,6,0,23,0,0
459,Sav-0,CS1515,8412,3,12,8,0,28,1,1
460,Ta-0,CS1549,8389,3,12,10,1,34,0,2
461,Wei-0,CS22622,6979,3,13,1,1,27,0,2
462,Wt-5,CS22637,6982,3,13,3,0,34,0,0
463,Bs-1,CS997,8270,3,13,5,0,26,0,1
464,Sap-0,CS1507,8378,3,13,7,0,37,0,0
465,Hod,CS76924,8235,3,13,9,0,18,0,1
466,Ang-0,CS949,6992,3,14,2,0,38,1,0
467,Hs-0,CS1237,8310,3,14,4,0,29,1,1
468,Gd-1,CS1185,8296,3,14,6,0,28,1,1
469,Mrk-0,CS22635,6937,3,14,8,0,26,0,0
470,Shahdara,CS22652,6962,3,14,10,1,35,1,3
471,Ag-0,CS22630,6897,3,15,1,1,34,0,1
472,Pi-0,CS1455,7298,3,15,3,0,32,0,0
473,Bur-0,CS22656,5719,3,15,5,0,26,0,0
474,Wil-2,CS6889,7413,3,15,7,0,27,0,0
475,Spr1-2,CS22582,6964,3,15,9,0,32,0,2
476,An-1,CS22626,6898,3,16,2,0,30,1,1
477,Bla-1,CS971,7015,3,16,4,0,25,1,1
478,Kno-18,CS22567,6928,3,16,6,0,23,0,0
479,Stw-0,CS1539,8388,3,16,8,0,30,0,0
480,Eden-2,CS22573,6913,3,16,10,1,34,0,0
481,Ws-2,CS22659,6981,3,17,1,1,24,1,0
482,Lis-1,CS77042,8326,3,17,3,0,47,0,0
483,Na-1,CS1385,8343,3,17,5,0,35,1,0
484,Kno-10,CS22566,6927,3,17,7,0,14,0,1
485,No-0,CS6805,7275,3,17,9,0,33,0,0
486,Tamm-27,CS22605,6969,3,18,2,0,24,0,0
487,Alc-0,CS1656,6988,3,18,4,0,50,0,1
488,Bay-0,CS22633,6899,3,18,6,0,27,1,0
489,Gy-0,CS22631,8214,3,18,8,0,34,0,1
490,Sq-8,CS22601,6967,3,18,10,1,39,1,0
491,Sorbo,CS22653,6963,3,19,1,1,35,0,1
492,Ts-1,CS22647,6970,3,19,3,0,36,0,1
493,Ts-5,CS22648,6971,3,19,5,0,28,0,1
494,DraIII-1,CS76815,8285,3,19,7,0,35,0,0
495,Ull2-5,CS22586,6974,3,19,9,0,27,0,0
496,HR-10,CS22597,6923,3,20,2,0,19,1,3
497,Got-7,CS22608,6921,3,20,4,0,37,0,2
498,Ba1-2,CS76676,8256,3,20,6,0,30,0,1
499,Nd-1,CS22619,6942,3,20,8,0,43,0,2
500,Lm-2,CS1345,8329,3,20,10,1,31,0,1
501,Uod-1,CS22612,6975,3,21,1,1,29,0,0
502,Tsu-1,CS22641,6972,3,21,3,0,30,0,1
503,Yo-0,CS22624,6983,3,21,5,0,32,0,1
504,NFA-8,CS22598,6944,3,21,7,0,34,1,0
505,Algutsrum,CS76657,8230,3,21,9,0,29,0,0
506,Koln,CS76976,8239,3,22,2,0,30,0,0
507,Kz-9,CS22607,6931,3,22,4,0,33,1,0
508,Pa-1,CS1439,8353,3,22,6,0,30,1,0
509,Ler(gl1-1),CS64,1,3,22,8,0,22,0,0
510,Rak-2,CS1485,8365,3,22,10,1,20,1,2
511,Li-2:1,CS6772,7223,3,23,1,1,21,0,0
512,Rev-1,CS77214,8369,3,23,3,0,24,0,1
513,DraII-1,CS76813,8284,3,23,5,0,25,0,2
514,Ra-0,CS22632,6958,3,23,7,0,24,0,1
515,Ove-0,CS1435,7287,3,23,9,0,27,0,0
516,Ull1-1,CS78816,8426,3,24,2,0,30,1,1
517,Kondara,CS22651,6929,3,24,4,0,33,1,0
518,Jm-0,CS1259,8313,3,24,6,0,22,1,1
519,Nw-0,CS1409,7258,3,24,8,0,44,1,2
520,Zu-0,CS78880,7417,3,24,10,1,23,0,4
521,Ak-1,CS939,6987,3,25,1,1,24,1,0
522,Sf-1,CS6855,7327,3,25,3,0,43,1,1
523,Vinslov,CS78847,9057,3,25,5,0,29,0,0
524,Spr1-6,CS22583,6965,3,25,7,0,33,0,1
525,Fr-2,CS1169,7133,3,25,9,0,32,1,0
526,RRS-10,CS22565,7515,3,26,2,0,33,0,2
527,Bil-7,CS22579,6901,3,26,4,0,18,0,2
528,Lu-1,CS1353,8334,3,26,6,0,28,0,3
529,Tottarp-2,CS77381,6243,3,26,8,0,25,1,1
530,Kyoto,CS76535,7207,3,26,10,1,23,1,1
531,Fab-2,CS22576,6917,3,27,1,1,25,0,1
532,Kavlinge-1,CS76964,8237,3,27,3,0,27,0,1
533,Bro1-6,CS76726,8231,3,27,5,0,25,0,3
534,Vimmerby,CS78845,8249,3,27,7,0,24,0,2
535,Ren-1,CS22610,6959,3,27,9,0,30,0,0
536,Tsu-0,CS6874,7373,3,28,2,0,23,1,1
537,Pu2-23,CS22593,6951,3,28,4,0,29,1,0
538,Gul1-2,CS76896,8234,3,28,6,0,30,0,1
539,Rmx-A180,CS22569,7525,3,28,8,0,34,1,2
540,Ba4-1,CS76677,8258,3,28,10,1,25,0,1
541,Mt-0,CS22642,6939,3,29,1,1,40,1,1
542,Hovdala-2,CS76937,6039,3,29,3,0,19,0,1
543,Lov-5,CS77050,6046,3,29,5,0,20,0,2
544,Lp2-6,CS22595,7521,3,29,7,0,23,0,2
545,RRS-7,CS22564,7514,3,29,9,0,33,0,2
546,CIBC-17,CS22603,6907,3,30,2,0,20,0,0
547,N13,CS22491,7438,3,30,4,0,33,0,2
548,Kelsterbach-4,CS6041,8420,3,30,6,0,21,0,1
549,Ge-0,CS1187,8297,3,30,8,0,36,0,1
550,Kz-13,CS22445,6830,3,30,10,1,25,1,0
551,NFA-10,CS22599,6943,3,31,1,1,34,0,0
552,Lz-0,CS22615,6936,3,31,3,0,33,0,1
553,Wil-1,CS1595,8419,3,31,5,0,26,0,0
554,Br-0,CS22628,6904,3,31,7,0,28,0,0
555,Ka-0,CS1267,8314,3,31,9,0,27,1,0
556,Is-0,CS1241,8312,3,32,2,0,24,1,0
557,Zu-1,CS78881,7418,3,32,4,0,25,1,2
558,Bg-2,CS22342,6709,3,32,6,0,24,0,0
559,Santa_Clara,CS8069,7329,3,32,8,0,26,1,1
560,Uod-7,CS22613,6976,3,32,10,1,28,0,2
561,Tamm-2,CS22604,6968,3,33,1,1,20,0,1
562,San-2,CS77233,8247,3,33,3,0,21,0,4
563,Edi-0,CS22657,6914,3,33,5,0,35,0,1
564,Kn-0,CS6762,7186,3,33,7,0,29,0,0
565,Lp2-2,CS22594,7520,3,33,9,0,25,0,0
566,Uk-3,CS1577,10022,3,34,2,0,33,1,1
567,Buckhorn_Pass,CS8067,7033,3,34,4,0,28,0,4
568,Col-0,CS22625,6909,3,34,6,0,24,0,1
569,Bor-1,CS22590,5837,3,34,8,0,27,1,1
570,Se-0,CS22646,6961,3,34,10,1,36,0,0
571,Hi-0,CS1227,8304,3,35,1,1,28,1,1
572,Mr-0,CS22640,7522,3,35,3,0,23,0,0
573,Rmx-A02,CS22568,7524,3,35,5,0,39,0,0
574,PHW-2,CS6002,8243,3,35,7,0,30,0,0
575,Dra3-1,CS76811,8283,3,35,9,0,25,0,2
576,Sanna-2,CS77234,8376,3,36,2,0,25,0,2
577,Dem-4,CS76794,8233,3,36,4,0,44,0,0
578,Ws-0,CS22623,6980,3,36,6,0,20,0,2
579,Er-0,CS1143,7125,3,36,8,0,26,0,0
580,Col-0,CS22625,6909,3,36,10,1,24,1,0
581,Pro-0,CS22649,8213,3,37,1,1,23,1,1
582,Kas-2,CS6751,8424,3,37,3,0,33,0,0
583,Ms-0,CS22655,6938,3,37,5,0,23,0,3
584,Co,CS3180,7081,3,37,7,0,28,1,0
585,Est-1,CS22629,6916,3,37,9,0,27,0,0
586,Fab-4,CS22577,6918,3,38,2,0,24,0,2
587,Fei-0,CS22645,8215,3,38,4,0,21,0,0
588,St-0,CS1535,8387,3,38,6,0,30,0,0
589,Var2-6,CS22581,7517,3,38,8,0,34,0,0
590,Bor-4,CS22591,6903,3,38,10,1,31,0,0
591,Lis-2,CS77043,8222,3,39,1,1,40,0,3
592,Kent,CS76967,8238,3,39,3,0,29,1,1
593,Per-1,CS1445,8354,3,39,5,0,25,1,1
594,Pla-0,CS1459,7300,3,39,7,0,27,0,0
595,LL-0,CS22650,6933,3,39,9,0,39,0,1
596,Wu-0,CS6897,7415,3,40,2,1,20,1,3
597,Lc-0,CS1307,8323,3,40,4,1,28,1,1
598,Pu2-7,CS22592,6956,3,40,6,1,27,0,2
599,HR-5,CS22596,6924,3,40,8,1,15,0,2
600,Petergof,CS926,7296,3,40,10,1,30,0,0
601,Lis-2,CS77043,8222,4,1,1,1,35,0,2
602,Eden-2,CS22573,6913,4,1,3,1,34,0,1
603,Ler(gl1-1),CS64,1,4,1,5,1,21,0,1
604,Tottarp-2,CS77381,6243,4,1,7,1,24,1,1
605,San-2,CS77233,8247,4,1,9,1,20,0,2
606,Ws-2,CS22659,6981,4,2,2,0,22,1,1
607,Kz-13,CS22445,6830,4,2,4,0,30,1,2
608,Bla-1,CS971,7015,4,2,6,0,29,1,0
609,Liarum,CS77038,8241,4,2,8,0,20,0,4
610,Col(gl1-2),CS3126,2,4,2,10,1,22,0,3
611,Shahdara,CS22652,6962,4,3,1,1,27,1,2
612,Ag-0,CS22630,6897,4,3,3,0,25,0,0
613,Var2-1,CS22580,7516,4,3,5,0,29,0,1
614,Kno-18,CS22567,6928,4,3,7,0,22,0,2
615,Pro-0,CS22649,8213,4,3,9,0,25,1,3
616,Gy-0,CS22631,8214,4,4,2,0,41,0,2
617,Spr1-2,CS22582,6964,4,4,4,0,33,1,1
618,Sq-1,CS22600,6966,4,4,6,0,31,0,1
619,Got-7,CS22608,6921,4,4,8,0,48,0,4
620,Rsch-4,CS1494,8374,4,4,10,1,39,0,2
621,Is-0,CS1241,8312,4,5,1,1,28,1,0
622,Duk,CS76824,6008,4,5,3,0,29,1,1
623,Sav-0,CS1515,8412,4,5,5,0,30,1,1
624,Nw-0,CS1409,7258,4,5,7,0,30,1,1
625,Ak-1,CS939,6987,4,5,9,0,29,1,1
626,Pna-17,CS22570,7523,4,6,2,0,23,0,2
627,Kent,CS76967,8238,4,6,4,0,24,1,2
628,Bro1-6,CS76726,8231,4,6,6,0,25,0,3
629,Lc-0,CS1307,8323,4,6,8,0,24,1,1
630,Bil-5,CS22578,6900,4,6,10,1,13,0,1
631,Co,CS3180,7081,4,7,1,1,30,1,3
632,Kni-1,CS76970,6040,4,7,3,0,14,0,3
633,Bg-2,CS22342,6709,4,7,5,0,24,1,2
634,Nd-1,CS22619,6942,4,7,7,0,39,1,1
635,NC-6,CS77124,8246,4,7,9,0,23,0,2
636,RRS-7,CS22564,7514,4,8,2,0,34,0,4
637,Mz-0,CS22636,6940,4,8,4,0,29,1,2
638,Bu-0,CS1007,8271,4,8,6,0,18,0,3
639,Hov4-1,CS76936,8306,4,8,8,0,14,0,1
640,Kavlinge-1,CS76964,8237,4,8,10,1,30,0,3
641,Sr:5,CS77268,8386,4,9,1,1,24,1,1
642,In-0,CS1239,8311,4,9,3,0,29,1,0
643,HR-10,CS22597,6923,4,9,5,0,14,1,1
644,Cvi-0,CS22614,6911,4,9,7,0,31,1,1
645,Ct-1,CS22639,6910,4,9,9,0,30,1,1
646,Cen-0,CS1067,8275,4,10,2,0,31,0,2
647,Tamm-2,CS22604,6968,4,10,4,0,24,0,2
648,Na-1,CS1385,8343,4,10,6,0,45,1,1
649,Sf-1,CS6855,7327,4,10,8,0,44,1,3
650,Ga-0,CS22634,6919,4,10,10,1,14,0,0
651,Zu-0,CS78880,7417,4,11,1,1,24,0,4
652,Se-0,CS22646,6961,4,11,3,0,29,1,1
653,Sap-0,CS1507,8378,4,11,5,0,36,1,1
654,Ba1-2,CS76676,8256,4,11,7,0,14,1,1
655,Hod,CS76924,8235,4,11,9,0,20,0,1
656,Kno-10,CS22566,6927,4,12,2,0,19,0,2
657,Ler-1,CS22618,6932,4,12,4,0,17,1,2
658,Er-0,CS1143,7125,4,12,6,0,28,0,0
659,Gu-0,CS22617,6922,4,12,8,0,34,1,2
660,Ei-2,CS22616,6915,4,12,10,1,23,0,2
661,Kelsterbach-4,CS6041,8420,4,13,1,1,30,0,3
662,Dem-4,CS76794,8233,4,13,3,0,36,0,2
663,Rev-1,CS77214,8369,4,13,5,0,21,0,1
664,Mt-0,CS22642,6939,4,13,7,0,35,1,3
665,Wil-2,CS6889,7413,4,13,9,0,24,1,1
666,Kn-0,CS6762,7186,4,14,2,0,25,1,2
667,Rmx-A02,CS22568,7524,4,14,4,0,34,0,2
668,DraII-1,CS76813,8284,4,14,6,0,30,0,2
669,Mrk-0,CS22635,6937,4,14,8,0,27,0,1
670,NFA-10,CS22599,6943,4,14,10,1,38,0,0
671,Rd-0,CS1483,8366,4,15,1,1,27,0,1
672,Lillo-1,CS77039,8242,4,15,3,0,35,0,2
673,Uk-3,CS1577,10022,4,15,5,0,29,1,1
674,En-1,CS76841,8290,4,15,7,0,23,1,1
675,Gul1-2,CS76896,8234,4,15,9,0,29,0,2
676,Uod-1,CS22612,6975,4,16,2,0,27,0,2
677,Lund,CS77060,8335,4,16,4,0,18,0,1
678,Wil-1,CS1595,8419,4,16,6,0,25,1,0
679,Tsu-1,CS22641,6972,4,16,8,0,31,1,0
680,Bor-4,CS22591,6903,4,16,10,1,22,1,2
681,Lp2-2,CS22594,7520,4,17,1,1,24,1,0
682,Edi-0,CS22657,6914,4,17,3,0,34,0,2
683,Tamm-27,CS22605,6969,4,17,5,0,28,0,3
684,Br-0,CS22628,6904,4,17,7,0,27,0,1
685,Ra-0,CS22632,6958,4,17,9,0,23,0,4
686,Col-0,CS22625,6909,4,18,2,0,28,1,0
687,Rubezhnoe-1,CS927,7323,4,18,4,0,32,1,1
688,Jm-0,CS1259,8313,4,18,6,0,27,1,1
689,Santa_Clara,CS8069,7329,4,18,8,0,24,1,0
690,N13,CS22491,7438,4,18,10,1,34,0,1
691,Tsu-0,CS6874,7373,4,19,1,1,24,0,2
692,Buckhorn_Pass,CS8067,7033,4,19,3,0,30,0,2
693,Seattle-0,CS6187,8245,4,19,5,0,34,1,1
694,Lov-1,CS77049,6043,4,19,7,0,15,0,1
695,Pu2-23,CS22593,6951,4,19,9,0,28,1,0
696,Hi-0,CS1227,8304,4,20,2,0,18,1,1
697,Eden-1,CS22572,6009,4,20,4,0,30,0,1
698,Li-2:1,CS6772,7223,4,20,6,0,23,0,2
699,Ang-0,CS949,6992,4,20,8,0,35,1,1
700,PHW-34,CS6034,8244,4,20,10,1,25,0,2
701,Kondara,CS22651,6929,4,21,1,1,26,0,1
702,St-0,CS1535,8387,4,21,3,0,22,1,1
703,Alc-0,CS1656,6988,4,21,5,0,37,0,0
704,Lz-0,CS22615,6936,4,21,7,0,33,0,2
705,Wt-5,CS22637,6982,4,21,9,0,26,1,2
706,Or-1,CS77150,6074,4,22,2,0,43,0,2
707,Got-22,CS22609,6920,4,22,4,0,41,0,2
708,Vinslov,CS78847,9057,4,22,6,0,24,0,1
709,Ts-1,CS22647,6970,4,22,8,0,35,1,1
710,Fab-4,CS22577,6918,4,22,10,1,22,0,0
711,Kz-9,CS22607,6931,4,23,1,1,30,1,1
712,Col-0,CS22625,6909,4,23,3,0,23,0,3
713,Van-0,CS22627,6977,4,23,5,0,26,0,0
714,Per-1,CS1445,8354,4,23,7,0,23,0,1
715,No-0,CS6805,7275,4,23,9,0,37,0,1
716,Kz-1,CS22606,6930,4,24,2,0,24,1,4
717,Rmx-A180,CS22569,7525,4,24,4,0,29,0,1
718,Ull2-5,CS22586,6974,4,24,6,0,24,0,2
719,Ren-11,CS22611,6960,4,24,8,0,29,1,1
720,Zu-1,CS78881,7418,4,24,10,1,25,1,1
721,Algutsrum,CS76657,8230,4,25,1,1,27,0,4
722,C24,CS22620,6906,4,25,3,0,23,1,1
723,HR-5,CS22596,6924,4,25,5,0,15,1,1
724,Bay-0,CS22633,6899,4,25,7,0,20,1,1
725,Dra3-1,CS76811,8283,4,25,9,0,42,0,1
726,Fab-2,CS22576,6917,4,26,2,0,26,0,0
727,Vastervik,CS78834,9058,4,26,4,0,24,0,1
728,Ull1-1,CS78816,8426,4,26,6,0,28,1,1
729,Bur-0,CS22656,5719,4,26,8,0,31,0,2
730,Zdr-6,CS22589,6985,4,26,10,1,28,0,3
731,Fei-0,CS22645,8215,4,27,1,1,25,1,3
732,DraIII-1,CS76815,8285,4,27,3,0,33,1,1
733,LL-0,CS22650,6933,4,27,5,0,30,1,3
734,HSm,CS76941,8236,4,27,7,0,20,0,0
735,Mir-0,CS1379,8337,4,27,9,0,18,0,4
736,Tu-0,CS1567,8395,4,28,2,0,28,1,3
737,Ove-0,CS1435,7287,4,28,4,0,32,1,2
738,Hs-0,CS1237,8310,4,28,6,0,20,1,3
739,Ts-5,CS22648,6971,4,28,8,0,32,0,0
740,Gr-1,CS1199,8300,4,28,10,1,38,0,2
741,CIBC-17,CS22603,6907,4,29,1,1,21,0,2
742,Nok-3,CS22643,6945,4,29,3,0,40,0,3
743,Spr1-6,CS22583,6965,4,29,5,0,26,0,2
744,Oy-0,CS22658,6946,4,29,7,0,31,0,1
745,Ge-0,CS1187,8297,4,29,9,0,38,0,2
746,Rak-2,CS1485,8365,4,30,2,0,17,1,1
747,Bor-1,CS22590,5837,4,30,4,0,22,0,3
748,Wa-1,CS22644,6978,4,30,6,0,20,1,1
749,Ta-0,CS1549,8389,4,30,8,0,31,1,2
750,Gd-1,CS1185,8296,4,30,10,1,38,1,1
751,PHW-2,CS6002,8243,4,31,1,1,28,0,3
752,Pu2-7,CS22592,6956,4,31,3,0,29,0,1
753,Kas-2,CS6751,8424,4,31,5,0,41,1,2
754,Ws-0,CS22623,6980,4,31,7,0,17,0,3
755,Pu2-8,CS22449,6953,4,31,9,0,25,0,1
756,Ms-0,CS22655,6938,4,32,2,0,35,0,1
757,Ba4-1,CS76677,8258,4,32,4,0,26,0,2
758,Lis-1,CS77042,8326,4,32,6,0,30,0,3
759,Vimmerby,CS78845,8249,4,32,8,0,21,0,1
760,Ka-0,CS1267,8314,4,32,10,1,22,1,2
761,Hovdala-2,CS76937,6039,4,33,1,1,23,0,1
762,Eds-1,CS76834,6016,4,33,3,0,26,0,3
763,Ren-1,CS22610,6959,4,33,5,0,22,1,1
764,Ost-0,CS1431,8351,4,33,7,0,31,0,3
765,Koln,CS76976,8239,4,33,9,0,23,1,1
766,Var2-6,CS22581,7517,4,34,2,0,36,0,4
767,Uod-7,CS22613,6976,4,34,4,0,26,0,1
768,RRS-10,CS22565,7515,4,34,6,0,27,0,1
769,Ba5-1,CS76678,8259,4,34,8,0,19,0,0
770,Lm-2,CS1345,8329,4,34,10,1,31,1,2
771,Can-0,CS1065,8274,4,35,1,1,30,0,2
772,Pla-0,CS1459,7300,4,35,3,0,35,1,1
773,H55,CS923,7461,4,35,5,0,31,1,1
774,Petergof,CS926,7296,4,35,7,0,34,0,2
775,Est-1,CS22629,6916,4,35,9,0,27,0,2
776,Kin-0,CS22654,6926,4,36,2,0,30,0,1
777,Pna-10,CS22571,7526,4,36,4,0,25,0,2
778,Pi-0,CS1455,7298,4,36,6,0,29,0,1
779,Lov-5,CS77050,6046,4,36,8,0,30,0,2
780,Stw-0,CS1539,8388,4,36,10,1,39,0,1
781,Fr-2,CS1169,7133,4,37,1,1,28,1,1
782,Zdr-1,CS22588,6984,4,37,3,0,18,1,2
783,Sanna-2,CS77234,8376,4,37,5,0,23,0,2
784,Wei-0,CS22622,6979,4,37,7,0,30,1,1
785,Lp2-6,CS22595,7521,4,37,9,0,29,0,2
786,Pa-1,CS1439,8353,4,38,2,0,28,1,2
787,Mr-0,CS22640,7522,4,38,4,0,15,0,2
788,Lom1-1,CS77048,6042,4,38,6,0,29,1,2
789,Wu-0,CS6897,7415,4,38,8,0,22,1,1
790,Sq-8,CS22601,6967,4,38,10,1,34,1,3
791,Bs-1,CS997,8270,4,39,1,1,25,1,3
792,Bil-7,CS22579,6901,4,39,3,0,19,0,2
793,Lu-1,CS1353,8334,4,39,5,0,30,0,3
794,An-1,CS22626,6898,4,39,7,0,29,1,1
795,Lisse,CS6033,8430,4,39,9,0,35,1,1
796,Yo-0,CS22624,6983,4,40,2,1,28,0,3
797,Kyoto,CS76535,7207,4,40,4,1,23,0,2
798,NFA-8,CS22598,6944,4,40,6,1,32,1,1
799,Sorbo,CS22653,6963,4,40,8,1,36,0,3
800,Lip-0,CS1337,8325,4,40,10,1,37,1,1
801,Kno-10,CS22566,6927,5,1,1,1,17,0,3
802,Tsu-0,CS6874,7373,5,1,3,1,27,0,1
803,Kn-0,CS6762,7186,5,1,5,1,19,0,0
804,An-1,CS22626,6898,5,1,7,1,17,0,2
805,Ba5-1,CS76678,8259,5,1,9,1,22,0,2
806,Fr-2,CS1169,7133,5,2,2,0,24,1,1
807,Lz-0,CS22615,6936,5,2,4,0,39,0,1
